,precision,recall,f1-score,support
σå£σñ½σ▒▒µ│ëµ░┤Φìöµ₧¥,0.0,0.0,0.0,3.0
σå£σñ½σ▒▒µ│ëΣ╕£µû╣µáæσÅ╢Σ╣îΘ╛ÖΦî╢,0.0,0.0,0.0,20.0
σå£σñ½σ▒▒µ│ëΣ╕£µû╣µáæσÅ╢ΦîëΦÄëΦè▒Φî╢,0.0,0.0,0.0,21.0
σå£σñ½σ▒▒µ│ëΣ╕£µû╣µáæσÅ╢τ║óΦî╢,0.0,0.0,0.0,15.0
σå£σñ½σ▒▒µ│ëΣ╕£µû╣µáæσÅ╢τ╗┐Φî╢,0.0,0.0,0.0,20.0
σå£σñ½σ▒▒µ│ëΦî╢╧ÇµƒÜσ¡Éτ╗┐Φî╢,0.0,0.0,0.0,12.0
σå£σñ½σ▒▒µ│ëΦî╢╧Çµƒáµ¬¼τ║óΦî╢,0.0,0.0,0.0,42.0
σå£σñ½σ▒▒µ│ëΦî╢╧ÇΦ££µíâΣ╣îΘ╛ÖΦî╢,0.0,0.0,0.0,26.0
σå£σñ½σ▒▒µ│ëΦî╢╧ÇΦÑ┐µƒÜΦîëΦÄëΦè▒Φî╢,0.0,0.0,0.0,22.0
σå£σñ½σ▒▒µ│ëΦî╢╧ÇτÄ½τæ░Φìöµ₧¥τ║óΦî╢,0.0,0.0,0.0,20.0
σå£σñ½σ▒▒µ│ëτé¡Σ╗îµùáτ│ûΘ╗æσÆû,0.0,0.0,0.0,14.0
σå£σñ½σ▒▒µ│ëτ╗┤Σ╗ûσæ╜µ░┤µƒáµ¬¼ΘúÄσæ│,0.0,0.0,0.0,27.0
σå£σñ½σ▒▒µ│ëτ╗┤Σ╗ûσæ╜µ░┤µƒæµ⌐ÿΘúÄσæ│,0.0,0.0,0.0,36.0
σå£σñ½σ▒▒µ│ëτ╗┤Σ╗ûσæ╜µ░┤Σ╣│Θà╕ΦÅîΘúÄσæ│,0.0,0.0,0.0,29.0
σå£σñ½σ▒▒µ│ëτ╗┤Σ╗ûσæ╜µ░┤Φô¥ΦÄôµáæΦÄôσæ│,0.0,0.0,0.0,9.0
σå£σñ½σ▒▒µ│ëτ╗┤Σ╗ûσæ╜µ░┤τâ¡σ╕ªµ░┤µ₧£ΘúÄσæ│,0.0,0.0,0.0,24.0
σå£σñ½σ▒▒µ│ëτ╗┤Σ╗ûσæ╜µ░┤τƒ│µª┤Φô¥ΦÄôΘúÄσæ│,0.0,0.0,0.0,8.0
σå¼ΦÖ½σñÅΦìë∩╝êΘçæ∩╝ë,0.0,0.0,0.0,2.0
σå¼ΦÖ½σñÅΦìë∩╝êσÅîΣ╕¡µö»∩╝ë,0.0,0.0,0.0,1.0
σå¼ΦÖ½σñÅΦìë∩╝êσÆîµ╢ª∩╝ë,0.0,0.0,0.0,7.0
σåáτ¢èΣ╣│,0.0,0.0,0.0,35.0
σå░Θ£▓τƒ┐µ│ëµ░┤,0.0,0.0,0.0,1.0
σå░Θ£▓τƒ┐µ│ëµ░┤τ╗äσÉêΦúà,0.0,0.0,0.0,6.0
σå░Θ£▓τ║»µéªτƒ┐µ│ëµ░┤,0.0,0.0,0.0,7.0
σæ│Σ║ïΦ╛╛Θà▒ΘªÖΘ▓£,0.0,0.0,0.0,2.0
σæ│Σ║ïΦ╛╛ΘçæµáçΦìëΦÅçΦÇüµè╜,0.0,0.0,0.0,2.0
σæ│Σ║ïΦ╛╛Θçæµáçτöƒµè╜,0.0,0.0,0.0,12.0
σæ│Σ║ïΦ╛╛σæ│µ₧üΘ▓£,0.0,0.0,0.0,68.0
σæ│Σ║ïΦ╛╛τë╣τ║ºΦìëΦÅçΦÇüµè╜,0.0,0.0,0.0,15.0
σæ│Σ║ïΦ╛╛τ║»σæ│Θ▓£,0.0,0.0,0.0,45.0
σæ│Φ╛╛τ╛Äµ╕àΘªÖτ▒│Θåï,0.0,0.0,0.0,86.0
σæ│Φ╛╛τ╛Äµ╡╖Θ▓£µì₧µ▒ü2L,0.0,0.0,0.0,85.0
σæ│Φ╛╛τ╛ÄΘà╕µ▒ñΘà▒,0.0,0.0,0.0,75.0
σæ│Φ╛╛τ╛ÄΘà╕Φ╛úµì₧µ▒ü2L,0.0,0.0,0.0,45.0
σæ│Φ╛╛τ╛ÄΘåçΘªÖτ▒│Θåï,0.0,0.0,0.0,20.0
σæ│Φ╛╛τ╛ÄΘåçΘ▓£ΦÜ¥µ▓╣,0.0,0.0,0.0,13.0
σæ│Φ╛╛τ╛ÄΘ▓£σæ│τöƒµè╜2L,0.0,0.0,0.0,99.0
σæ│Φ╛╛τ╛ÄΣ╕ÇσôüΘ▓£Θà▒µ▓╣1L,0.0,0.0,0.0,24.0
σæ│Φ╛╛τ╛ÄΦç╗σôüµûÖΘàÆ,0.0,0.0,0.0,122.0
σæ│Φ╛╛τ╛ÄΦç╗σôüΦÇüµè╜Θà▒µ▓╣,0.0,0.0,0.0,63.0
σæ│Φ╛╛τ╛ÄΦç╗σôüΦÜ¥µ▓╣,0.0,0.0,0.0,249.0
σæ│Φ╛╛τ╛ÄΦç╗σôüΦÜ¥µ▓╣2L,0.0,0.0,0.0,5.0
σæ│Φ╛╛τ╛ÄΦç╗σôüτöƒµè╜τë╣τ║ºΘà▒µ▓╣,0.0,0.0,0.0,57.0
σæ│Φ╛╛τ╛ÄσÄïΘöàΘà▒600G,0.0,0.0,0.0,104.0
σæ│Φ╛╛τ╛Äσå░τ│ûΦÇüµè╜Θà▒µ▓╣,0.0,0.0,0.0,68.0
σæ│Φ╛╛τ╛Äσå░τ│ûΦÇüµè╜Θà▒µ▓╣1.8L,0.0,0.0,0.0,99.0
σæ│Φ╛╛τ╛Äσå░τ│ûΦÇüµè╜Θà▒µ▓╣1L,0.0,0.0,0.0,65.0
σæ│Φ╛╛τ╛Äσæ│µ₧üΘ▓£Θà▒µ▓╣10L,0.0,0.0,0.0,1.0
σæ│Φ╛╛τ╛Äσæ│µ₧üΘ▓£Θà▒µ▓╣1L,0.0,0.0,0.0,47.0
σæ│Φ╛╛τ╛Äσæ│µ₧üΘ▓£Θà▒µ▓╣3.78L,0.0,0.0,0.0,93.0
σæ│Φ╛╛τ╛ÄσëüµñÆΘ▒╝σñ┤Θ▓£Φ▒ëµ▒ü1L,0.0,0.0,0.0,12.0
σæ│Φ╛╛τ╛ÄσëüµñÆΘ▒╝σñ┤Θ▓£Φ▒ëµ▒ü2L,0.0,0.0,0.0,9.0
σæ│Φ╛╛τ╛Äσ░ÜσôüΦÇüµè╜τÄï1.8L,0.0,0.0,0.0,52.0
σæ│Φ╛╛τ╛Äσ░ÜσôüΦÜ¥µ▓╣6.18KG,0.0,0.0,0.0,141.0
σæ│Φ╛╛τ╛Äσ░Üσôüτöƒµè╜,0.0,0.0,0.0,72.0
σæ│Φ╛╛τ╛Äσ░Üσôüτöƒµè╜2L,0.0,0.0,0.0,55.0
σæ│σà¿µ₧£τ▓Æ,0.0,0.0,0.0,13.0
σæ│σà¿Σ╣│Θà╕ΦÅîΘÑ«σôü,0.0,0.0,0.0,16.0
σæ│σè¿σè¢,0.0,0.0,0.0,3.0
σç»µÆÆΘí┐σºåΘ╗äσòñΘàÆ,0.0,0.0,0.0,9.0
σç»µÆÆΘí┐σºåΘ╗æσòñΘàÆ,0.0,0.0,0.0,11.0
σç»µÆÆΘí┐σºåσÄƒσ░è,0.0,0.0,0.0,2.0
σç»µÆÆΘí┐σºåτ¬ûΦùÅσòñΘàÆ,0.0,0.0,0.0,1.0
σç»µÆÆΘí┐σºåτÖ╜σòñΘàÆ,0.0,0.0,0.0,17.0
σç»µÆÆΦÑ┐ΦÆÖσòñΘàÆ,0.0,0.0,0.0,1.0
σç»µùï1664blancσòñΘàÆτô╢Φúà,0.0,0.0,0.0,79.0
σç»µùï1664blancσòñΘàÆτ╜Éσòñ,0.0,0.0,0.0,34.0
σç»σ░öτë╣Σ║║σ░ÅΘ║ªσòñΘàÆ,0.0,0.0,0.0,2.0
σçëτÖ╜σ╝Ç,0.0,0.0,0.0,1.0
σçñσç░∩╝êτ╗åµö»∩╝ë,0.0,0.0,0.0,13.0
σè¢Σ┐¥σüÑΣ║║σÅéΦ£éτÄïµ╡åΣ┐¥σüÑΘÑ«µûÖ,0.0,0.0,0.0,5.0
σè¢σú½µû░µ┤╗τé½Σ║«µ┤ùσÅæΣ╣│400,0.0,0.0,0.0,2.0
σè¢σú½µ░┤µ╢ªΣ╕¥µ╗æµ┤ùσÅæΣ╣│400,0.0,0.0,0.0,1.0
σè¢σú½µ▓Éµ╡┤Θ£▓Θ¡àΦéñ200,0.0,0.0,0.0,2.0
σè¢σú½µ▓Éµ╡┤Θ£▓Φè▒Φ»¡200,0.0,0.0,0.0,1.0
σè¢σú½µ▓Éµ╡┤Θ£▓ΦîëΦÄë200,0.0,0.0,0.0,1.0
σè¢σú½µ▓Éµ╡┤Θ£▓σ½⌐Φéñ200,0.0,0.0,0.0,1.0
σè¢σú½Θ¡àΦéñ720g,0.0,0.0,0.0,3.0
σèáσèáµûÖΘàÆ,0.0,0.0,0.0,3.0
σèáσèáΘ¥óµ¥íΘ▓£,0.0,0.0,0.0,55.0
σèáσèáΘçæµáçτöƒµè╜,0.0,0.0,0.0,9.0
σèáσèáΘ╕íτ▓╛Φóïτ║ó,0.0,0.0,0.0,5.0
σèáσèáΘ╕íτ▓╛Φóïτ╗┐,0.0,0.0,0.0,4.0
σèáσèáΘ╕íτ▓╛τ╜É,0.0,0.0,0.0,8.0
σèáσèáΘ▓£σæ│Θ▓£τöƒµè╜,0.0,0.0,0.0,5.0
σèáσèáΣ╕èτ¡ëΦÜ¥µ▓╣715G,0.0,0.0,0.0,32.0
σèáσèáΦÆ╕Θ▒╝Φ▒ëµ▓╣,0.0,0.0,0.0,6.0
σèáσèáΦÇüµè╜τÄïΘà▒µ▓╣,0.0,0.0,0.0,5.0
σèáσèáΦÜ¥µ▓╣,0.0,0.0,0.0,10.0
σèáσèáΦæ▒σº£µûÖΘàÆ,0.0,0.0,0.0,3.0
σèáσèáΦìëΦÅçΦÇüµè╜,0.0,0.0,0.0,17.0
σèáσèáσÄƒΘà┐ΘÇáΘà▒µ▓╣,0.0,0.0,0.0,23.0
σèáσèáσæ│µ₧üΘ▓£,0.0,0.0,0.0,49.0
σèáσèáσæ│µ₧üΘ▓£τô╢Φúà,0.0,0.0,0.0,3.0
σèáσèáσçÅτ¢Éσæ│µ₧üΘ▓£,0.0,0.0,0.0,11.0
σèáσèáσçÅτ¢Éτöƒµè╜,0.0,0.0,0.0,24.0
σèáσèáσçëµïîΘåï,0.0,0.0,0.0,17.0
σèáσèáσìùµ▓ÖΦÜ¥µ▓╣,0.0,0.0,0.0,3.0
σèáσèáτÅìΘ▓£ΦÜ¥µ▓╣480G,0.0,0.0,0.0,22.0
σèáσèáτÅìΘ▓£τöƒµè╜,0.0,0.0,0.0,4.0
σèáσèáτÖ╜Θåï450ML,0.0,0.0,0.0,17.0
σèáσèáτë╣σê╢Θà▒µ▓╣,0.0,0.0,0.0,1.0
σèáσèáτë╣τ║ºΘçæµáçτöƒµè╜,0.0,0.0,0.0,15.0
σèáσèáτë╣τ║ºΣ╕ÇσôüΘ▓£,0.0,0.0,0.0,1.0
σèáσèáτë╣τ║ºΦìëΦÅçΦÇüµè╜,0.0,0.0,0.0,27.0
σèáσèáτë╣τ║ºσçëµïîτöƒµè╜,0.0,0.0,0.0,3.0
σèáσèáτ║óτâºΘà▒µ▓╣,0.0,0.0,0.0,44.0
σèáσèáτ║óτâºΦÇüµè╜,0.0,0.0,0.0,2.0
σèáσñÜσ«¥,0.0,0.0,0.0,21.0
σèáσñÜσ«¥τô╢Φúà,0.0,0.0,0.0,7.0
σèáσñÜσ«¥τ╜ÉΦúàσíæσ░üΦúà,0.0,0.0,0.0,6.0
σè▓ΘàÆ,0.0,0.0,0.0,5.0
σê⌐τ╛ñ∩╝ê8mg∩╝ë,0.0,0.0,0.0,15.0
σê⌐τ╛ñ∩╝êµÑ╝σñûµÑ╝∩╝ë,0.0,0.0,0.0,2.0
σê⌐τ╛ñ∩╝êµû░Σ║îΣ╗ú∩╝ë,0.0,0.0,0.0,1.0
σê⌐τ╛ñ∩╝êµû░τëê∩╝ë,0.0,0.0,0.0,2.0
σê⌐τ╛ñ∩╝êµ▒ƒσìùΘƒ╡∩╝ë,0.0,0.0,0.0,2.0
σê⌐τ╛ñ∩╝êΘò┐σÿ┤∩╝ë,0.0,0.0,0.0,2.0
σê⌐τ╛ñ∩╝êΘÿ│σàëµ⌐ÖΣ╕¡µö»∩╝ë,0.0,0.0,0.0,2.0
σê⌐τ╛ñ∩╝êΘÿ│σàë∩╝ë,0.0,0.0,0.0,2.0
σê⌐τ╛ñ∩╝êΣ╝æΘù▓Σ║æτ½»∩╝ë,0.0,0.0,0.0,3.0
σê⌐τ╛ñ∩╝êΣ╝æΘù▓∩╝ë,0.0,0.0,0.0,2.0
σê⌐τ╛ñ∩╝êΦÑ┐µ╣ûµüï∩╝ë,0.0,0.0,0.0,2.0
σê⌐τ╛ñ∩╝êΦÑ┐σ¡ÉΘÿ│σàë∩╝ë,0.0,0.0,0.0,2.0
σê⌐τ╛ñ∩╝êΦô¥σñ⌐∩╝ë,0.0,0.0,0.0,33.0
σê⌐τ╛ñ∩╝êΦ╜»Θò┐σÿ┤∩╝ë,0.0,0.0,0.0,2.0
σê⌐τ╛ñ∩╝êΦ╜»Φô¥∩╝ë,0.0,0.0,0.0,9.0
σê⌐τ╛ñ∩╝êΦ╜»τ║óΘò┐σÿ┤∩╝ë,0.0,0.0,0.0,11.0
σê⌐τ╛ñ∩╝êσñ£ΦÑ┐µ╣û∩╝ë,0.0,0.0,0.0,3.0
σê⌐τ╛ñ∩╝êτí¼∩╝ë,0.0,0.0,0.0,4.0
σëæσìù,0.0,0.0,0.0,2.0
σìâσ▓¢µ╣û9σ║ªΘçæτ╜Éσíæσ░üΦå£τ╗äσÉêΦúà,0.0,0.0,0.0,2.0
σìâσ▓¢µ╣ûΦ╢àτê╜τ╜Éσòñ,0.0,0.0,0.0,33.0
σìâσ▓¢µ╣ûΦ╢àτê╜τ╜Éσòñτ╗äσÉêΦúà,0.0,0.0,0.0,2.0
σìâσ▓¢µ╣ûσòñΘàÆ330τ╗äσÉêΦúà,0.0,0.0,0.0,12.0
σìâτª╛135Θ½ÿΘ▓£Θà▒µ▓╣,0.0,0.0,0.0,29.0
σìâτª╛µ£ëµ£║Θà▒µ▓╣,0.0,0.0,0.0,46.0
σìâτª╛µ£ëµ£║Θà▒µ▓╣σ«¥σ«¥Σ╕ôτö¿210ML,0.0,0.0,0.0,17.0
σìâτª╛µ£ëµ£║Θåï,0.0,0.0,0.0,1.0
σìâτª╛µƒáµ¬¼Θåï,0.0,0.0,0.0,6.0
σìâτª╛Θ¢╢µ╖╗σèá(τ║ó),0.0,0.0,0.0,3.0
σìâτª╛Θ¢╢µ╖╗σèáΘåï,0.0,0.0,0.0,3.0
σìâτª╛Θ╝ÄΘ╝ÄΘ▓£135σñ┤ΘüôσÄƒΘªÖ,0.0,0.0,0.0,91.0
σìâτª╛Θ╝ÄΘ╝ÄΘ▓£τ║óτâºΘà▒µ▓╣,0.0,0.0,0.0,55.0
σìâτª╛Σ╕£σ¥íτ║óτ║»Θà┐τ║óτâº,0.0,0.0,0.0,46.0
σìâτª╛ΦìëΦÅçΦÇüµè╜,0.0,0.0,0.0,16.0
σìâτª╛σæ│µ₧üΘ▓£,0.0,0.0,0.0,27.0
σìâτª╛σæ│µ₧üΘ▓£1.8L,0.0,0.0,0.0,5.0
σìâτª╛σñ┤ΘüôσÄƒΘªÖ,0.0,0.0,0.0,167.0
σìâτª╛σ╣┤Σ╗╜µûÖΘàÆ,0.0,0.0,0.0,35.0
σìâτª╛τâ╣Φ░âµûÖΘàÆ,0.0,0.0,0.0,27.0
σìâτª╛τ│»τ▒│ΘªÖΘåï,0.0,0.0,0.0,42.0
σìâτª╛τ│»τ▒│τÖ╜Θåï,0.0,0.0,0.0,30.0
σìíµ░ÅΘà╕σÑ╢µñ░µ₧£σæ│_3,0.0,0.0,0.0,2.0
σìíµ░ÅΘà╕σÑ╢Θ╗äµíâµ₧£τ▓Æ_3,0.0,0.0,0.0,2.0
σìíµ░ÅΘà╕σÑ╢Φô¥ΦÄôµ₧£τ▓Æ_3,0.0,0.0,0.0,6.0
σìíµ░ÅΘà╕σÑ╢σÄƒσæ│_3,0.0,0.0,0.0,8.0
σìíσú½Θà╕σÑ╢ΘñÉσÉÄΣ╕Çσ░Åµù╢250g,0.0,0.0,0.0,10.0
σìíσú½σÄƒµÇüΘà¬Σ╣│125g,0.0,0.0,0.0,19.0
σìíσú½σÅîσÇìΦ¢ïτÖ╜Θà╕σÑ╢138g,0.0,0.0,0.0,28.0
σìùΣ║¼∩╝êµóªΘâ╜∩╝ë,0.0,0.0,0.0,7.0
σìùΣ║¼∩╝êΘ¢¿Φè▒τƒ│∩╝ë,0.0,0.0,0.0,16.0
σìùΣ║¼∩╝êΣ╣¥Σ║ö∩╝ë,0.0,0.0,0.0,3.0
σìùΣ║¼∩╝êΦ╜»Σ╣¥Σ║ö∩╝ë,0.0,0.0,0.0,1.0
σìùΣ║¼∩╝êσìüΣ║îΘÆùΦûäΦì╖∩╝ë,0.0,0.0,0.0,5.0
σìùΣ║¼∩╝êσìüΣ║îΘÆùτâñτâƒ∩╝ë,0.0,0.0,0.0,4.0
σìùΣ║¼∩╝êτé½Φ╡½Θù¿∩╝ë,0.0,0.0,0.0,22.0
σìùΣ║¼∩╝êτ║óµÑ╝σì╖∩╝ë,0.0,0.0,0.0,3.0
σìùΣ║¼∩╝êτ║ó∩╝ë,0.0,0.0,0.0,5.0
σìùΣ║¼∩╝êτ╗åµö»Σ╣¥Σ║ö∩╝ë,0.0,0.0,0.0,1.0
σìüτ¼Åσ¢¡Θ╗äΦ▒åΘà▒800G,0.0,0.0,0.0,18.0
σíöτëî42σ║ªΘÖêσ╣┤τâºτÖ╜ΘàÆ2.5L,0.0,0.0,0.0,1.0
σîùΣ║¼Θ¥⌐σæ╜σ░ÅΘàÆ,0.0,0.0,0.0,5.0
σîùΣ║¼Σ║îΘöàσñ┤56σ║ª500ml,0.0,0.0,0.0,1.0
σîùΣ║¼Σ║îΘöàσñ┤56σ║ª5L,0.0,0.0,0.0,3.0
σîùΣ║¼Σ║îΘöàσñ┤ΘàÆ500ml,0.0,0.0,0.0,1.0
σîùΣ║¼Σ║îΘöàσñ┤Φô¥2L,0.0,0.0,0.0,3.0
σîùΣ║¼σå¢σèƒΣ║îΘöàσñ┤,0.0,0.0,0.0,5.0
σîùΣ║¼σå¢σèƒΣ║îΘöàσñ┤100ml,0.0,0.0,0.0,5.0
σîùΣ║¼σå¢σèƒΣ║îΘöàσñ┤ΘàÆ2L,0.0,0.0,0.0,1.0
σîùσå░µ┤ï,0.0,0.0,0.0,2.0
σñ¬σñ¬Σ╣ÉΘ╕íτ▓╛,0.0,0.0,0.0,10.0
σñ¬σñ¬Σ╣ÉΘ▓£Θ╕íµ▒ü,0.0,0.0,0.0,14.0
σñ¬σñ¬Σ╣ÉΘ▓£Φ┤¥Θ£▓Φ░âσæ│µ▒ü,0.0,0.0,0.0,12.0
σñ¬σñ¬Σ╣ÉΦè¥Θ║╗ΘªÖµ▓╣,0.0,0.0,0.0,6.0
σñ¬σñ¬Σ╣Éσ«┤Σ╝ÜΘà▒µ▓╣,0.0,0.0,0.0,1.0
σñºµóüσ▒▒8σ║ªµ╕àτê╜,0.0,0.0,0.0,2.0
σñºµóüσ▒▒9σ║ªτ║óσòñ,0.0,0.0,0.0,1.0
σñºµóüσ▒▒9σ║ªτ║óσòñτ╜ÉΦúà,0.0,0.0,0.0,1.0
σñºµÿÄΦÇüτÖ╜σ╣▓,0.0,0.0,0.0,1.0
σñºΘ¥Æσ▒▒∩╝êµÿ¡σÉ¢σÆîΣ║▓∩╝ë,0.0,0.0,0.0,1.0
σñºΘöàΘÑ¡Θöàσ╖┤,0.0,0.0,0.0,2.0
σñºσ«¥τö╖σú½σöñµ┤╗ΘåÆΦéñµ░┤150,0.0,0.0,0.0,1.0
σñºσëìΘù¿∩╝êτƒ¡µö»∩╝ë,0.0,0.0,0.0,20.0
σñºσìÄ∩╝êσñºµù╢Σ╗úτí¼σîàτâƒ∩╝ë,0.0,0.0,0.0,3.0
σñºσìÄ∩╝êσ╝Çσàâτí¼σîàτâƒ∩╝ë,0.0,0.0,0.0,1.0
σñÜΦè¼µ╕àτê╜µ░┤µ╢ªµ▓Éµ╡┤Θ£▓Σ╣Éµ┤╗µ╗óµ╢ª400,0.0,0.0,0.0,4.0
σñÜΦè¼τö╖σú½µèñτÉåµ╕àµû░σÇìτê╜τö╖σú½µ▓Éµ╡┤Θ£▓400g,0.0,0.0,0.0,2.0
σñÜΦè¼τö╖σú½µèñτÉåµ░┤σè¿σå░τê╜τö╖σú½µ▓Éµ╡┤Θ£▓400g,0.0,0.0,0.0,2.0
σñÜΦè¼τö╖σú½µèñτÉåΦêÆΘÇéσçÇτê╜τö╖σú½µ▓Éµ╡┤Θ£▓400g,0.0,0.0,0.0,1.0
σñÜσº┐σñÜσ╜⌐µ┤╗µÇºΣ╣│Θà╕ΦÅîΘÑ«σôü∩╝êΦÅáΦÉ¥σæ│∩╝ë,0.0,0.0,0.0,15.0
σñÜσº┐σñÜσ╜⌐µ┤╗µÇºΣ╣│Θà╕ΦÅîΘÑ«σôü∩╝êσÄƒσæ│∩╝ë,0.0,0.0,0.0,15.0
σñÜτ╛ÄΘ▓£µñìτë⌐σû╖σ░äτ¿ÇσÑ╢µ▓╣250g,0.0,0.0,0.0,2.0
σñÜτ╛ÄΘ▓£σè¿τë⌐σû╖σ░äτ¿ÇσÑ╢µ▓╣250g,0.0,0.0,0.0,6.0
σñ⌐µ┤ÑΦÆ£ΦôëΦ╛úΘà▒,0.0,0.0,0.0,8.0
σñ⌐Θ╣àσáíσòñΘàÆ,0.0,0.0,0.0,3.0
σñ⌐σ¡É∩╝êΘçæ∩╝ë,0.0,0.0,0.0,15.0
σñ⌐σ¡É∩╝êΘçìσ║å20σ╣┤∩╝ë,0.0,0.0,0.0,1.0
σñ⌐σ¡É∩╝êΣ║öτ▓«ΘªÖ20σ╣┤∩╝ë,0.0,0.0,0.0,1.0
σñ⌐σ¡É∩╝êΣ║öτ▓«ΘªÖ30σ╣┤∩╝ë,0.0,0.0,0.0,2.0
σñ⌐σ¡É∩╝êΣ╕¡µö»∩╝ë,0.0,0.0,0.0,4.0
σñ⌐σ¡É∩╝êΣ╕¡σ¢╜σ┐âΣ╕¡µö»∩╝ë,0.0,0.0,0.0,1.0
σñ⌐σ¡É∩╝êσìâΘçîµ▒ƒσ▒▒τ╗åµö»∩╝ë,0.0,0.0,0.0,2.0
σñ⌐σ¡É∩╝êσìâΘçîµ▒ƒσ▒▒∩╝ë,0.0,0.0,0.0,1.0
σó¿ΦÑ┐σôÑσñ¬Θÿ│,0.0,0.0,0.0,10.0
σôçσôêσôêADΘÆÖσÑ╢,0.0,0.0,0.0,4.0
σôêσ╛╖Θù¿∩╝êΘçæσà╕∩╝ë,0.0,0.0,0.0,1.0
σôêσ╛╖Θù¿∩╝êσú╣σÅ╖∩╝ë,0.0,0.0,0.0,1.0
σôêσ╛╖Θù¿∩╝êτ║»ΘªÖ∩╝ë,0.0,0.0,0.0,1.0
σôêσ░öµ╗¿µ╕àτê╜330mlτ╗äσÉêΦúà,0.0,0.0,0.0,42.0
σôêσ░öµ╗¿σÄƒΘà┐500ml,0.0,0.0,0.0,4.0
σôêσ░öµ╗¿σå░τê╜330ml∩╝êΣ╗╢_6∩╝ë,0.0,0.0,0.0,28.0
σôêσ░öµ╗¿σå░τòà330mlτ╗äσÉêΦúà,0.0,0.0,0.0,11.0
σôêσ░öµ╗¿σå░τ║»500mlτ«▒Φúà,0.0,0.0,0.0,8.0
σôêσ░öµ╗¿σå░τ║»τÖ╜σòñ330ml,0.0,0.0,0.0,2.0
σôêσ░öµ╗¿σå░τ║»τÖ╜σòñ600mlτô╢Φúà,0.0,0.0,0.0,21.0
σôêσ░öµ╗¿σå░τ║»τ╜Éσòñ,0.0,0.0,0.0,26.0
σôêσ░öµ╗¿σå░τ║»τ╜Éσòñτ╗äσÉêΦúà,0.0,0.0,0.0,4.0
σôêσ░öµ╗¿σå░τ║»τ╜Éσòñτ╗äσÉêσîà,0.0,0.0,0.0,71.0
σôêσ░öµ╗¿σ░ÅΘ║ªτÄïτô╢Φúà500mlτ«▒Φúà,0.0,0.0,0.0,2.0
σôêσ░öµ╗¿σ░ÅΘ║ªτÄïτ╜Éσòñ,0.0,0.0,0.0,40.0
σôêσ░öµ╗¿σ░ÅΘ║ªτÄïτ╜Éσòñτ«▒Φúà,0.0,0.0,0.0,12.0
σôêσ░öµ╗¿σ░ÅΘ║ªτÄïτ╜Éσòñτë¢σìíτ║╕τ╗äσÉêΦúà,0.0,0.0,0.0,28.0
σôêσ░öµ╗¿τ║»τê╜500ml,0.0,0.0,0.0,3.0
σôêσ░öµ╗¿τ║»τê╜500mlτ╗äσÉêΦúà,0.0,0.0,0.0,10.0
σôêσ░öµ╗¿∩╝êΘ╛ÖτâƒΘçæσ«ë∩╝ë,0.0,0.0,0.0,2.0
σôêσ░öµ╗¿∩╝êΦÇüσ╖┤σñ║∩╝ë,0.0,0.0,0.0,1.0
σôêσ░öσå░µ╕àτê╜τô╢Φúà,0.0,0.0,0.0,4.0
σôêσ░öσå░µ╕àτê╜τ╜Éσòñ,0.0,0.0,0.0,15.0
σôêσ░öσå░σå░ΦÉâτë¢σìíτ║╕τ╗äσÉêΦúà,0.0,0.0,0.0,5.0
σôêσ░öσå░σå░ΦÉâτ╜Éσòñ,0.0,0.0,0.0,3.0
σö╖Φî╢σå░σå╗µƒáµ¬¼σæ│Φ░âσæ│τ║óΦî╢480ml,0.0,0.0,0.0,2.0
σû£Σ╣ÉσòñΘàÆ330ml,0.0,0.0,0.0,13.0
σû£σè¢σòñΘàÆ330ml∩╝êΣ╗╢_12∩╝ëτ╗äσÉêΦúà,0.0,0.0,0.0,2.0
σû£σè¢σòñΘàÆ330ml∩╝êΣ╗╢_6∩╝ëτ╗äσÉêΦúà,0.0,0.0,0.0,36.0
σû£σè¢σòñΘàÆ500ml,0.0,0.0,0.0,23.0
σû£σè¢σòñΘàÆ500ml∩╝êΣ╗╢_3∩╝ëτ╗äσÉêΦúà,0.0,0.0,0.0,26.0
σû£σè¢σòñΘàÆτ«▒Φúà,0.0,0.0,0.0,2.0
σû£σè¢σòñΘàÆτô╢Φúà,0.0,0.0,0.0,65.0
σû£σñÜσ⌐┤σä┐µ┤ùσÅæµ▓Éµ╡┤∩╝êµ┤ïτöÿΦÅè∩╝ë400,0.0,0.0,0.0,4.0
σüÑµÇíσÅ»Σ╣É,0.0,0.0,0.0,1.0
σüÑσè¢σ«¥,0.0,0.0,0.0,12.0
σÿëσú½Σ╝»Θåçµ╗æτë¢σìíτ║╕τ╗äσÉêΦúà,0.0,0.0,0.0,4.0
σÿëσú½Σ╝»Θåçµ╗æτ╜Éσòñ,0.0,0.0,0.0,5.0
σÿëσú½Σ╝»σòñΘàÆ,0.0,0.0,0.0,3.0
σÿëσú½Σ╝»τë╣Θåçτô╢Φúà,0.0,0.0,0.0,9.0
σÿëσú½Σ╝»τë╣Θåçτ╜Éσòñ,0.0,0.0,0.0,31.0
σÿëσú½Σ╝»τë╣Θåçτ╜Éσòñτë¢σìíτ║╕τ╗äσÉêΦúà,0.0,0.0,0.0,56.0
σ┤éσ▒▒σòñΘàÆ9σ║ªτ╜Éσòñ,0.0,0.0,0.0,41.0
